scenario,model_name,run_id,mlflow_model_uri,test_path,sample_size,load_model_ms,predict_single_mean_ms,predict_single_p50_ms,predict_single_p95_ms,predict_single_p99_ms,predict_single_min_ms,predict_single_max_ms,predict_proba_single_mean_ms,predict_proba_single_p50_ms,predict_proba_single_p95_ms,predict_proba_single_p99_ms,predict_proba_single_min_ms,predict_proba_single_max_ms,predict_batch_rows,predict_batch_repeats,predict_batch_mean_ms,predict_batch_p50_ms,predict_batch_p95_ms,predict_batch_per_row_mean_ms,predict_batch_per_row_p50_ms,predict_batch_per_row_p95_ms,threshold,threshold_predict_single_mean_ms,threshold_predict_single_p50_ms,threshold_predict_single_p95_ms,threshold_predict_single_p99_ms,threshold_predict_single_min_ms,threshold_predict_single_max_ms
before_preprocessing,Logistic_Regression,0f94edea35a3445baa91c8dba3e692d9,runs:/0f94edea35a3445baa91c8dba3e692d9/model_file,data/staged_pipeline/interim/test_raw.csv,200,892.9383220383897,3.3667500410228968,3.334400476887822,3.613901609787717,4.3650375993456665,3.189246985130012,4.797530942596495,3.3406699605984613,3.2856990001164377,3.6588982446119185,3.9389690244570343,3.189684939570725,4.665041924454272,200,10,5.0906385644339025,5.1606534398160875,5.470958619844168,0.025453192822169513,0.025803267199080437,0.027354793099220842,0.5,3.669556059758179,3.3159999293275177,4.818504955619574,4.925905887503177,3.153983037918806,38.021498010493815
before_preprocessing,Logistic_Regression,0f94edea35a3445baa91c8dba3e692d9,runs:/0f94edea35a3445baa91c8dba3e692d9/model_file,data/staged_pipeline/interim/test_raw.csv,200,892.9383220383897,3.3667500410228968,3.334400476887822,3.613901609787717,4.3650375993456665,3.189246985130012,4.797530942596495,3.3406699605984613,3.2856990001164377,3.6588982446119185,3.9389690244570343,3.189684939570725,4.665041924454272,200,10,5.0906385644339025,5.1606534398160875,5.470958619844168,0.025453192822169513,0.025803267199080437,0.027354793099220842,0.35,3.377301634172909,3.2675014808773994,3.886942088138312,4.353617286542427,3.148313029669225,5.0721250008791685
before_preprocessing,Random_Forest,acbb378d103f4b25abc1dcf7e334c5ad,runs:/acbb378d103f4b25abc1dcf7e334c5ad/model_file,data/staged_pipeline/interim/test_raw.csv,200,1632.10435397923,10.971541739418171,10.89781493647024,11.509364680387078,12.02306774794124,10.593915940262377,12.506507919169962,10.8564049936831,10.734384006354958,11.552258452866225,12.636331053217862,10.449778055772185,14.456518110819161,200,10,19.36317681102082,19.351858529262245,19.636099645867944,0.0968158840551041,0.09675929264631122,0.09818049822933972,0.5,10.867220960208215,10.756239003967494,11.501157830934972,13.256202022312207,10.392282041721046,13.844999019056559
before_preprocessing,Random_Forest,acbb378d103f4b25abc1dcf7e334c5ad,runs:/acbb378d103f4b25abc1dcf7e334c5ad/model_file,data/staged_pipeline/interim/test_raw.csv,200,1632.10435397923,10.971541739418171,10.89781493647024,11.509364680387078,12.02306774794124,10.593915940262377,12.506507919169962,10.8564049936831,10.734384006354958,11.552258452866225,12.636331053217862,10.449778055772185,14.456518110819161,200,10,19.36317681102082,19.351858529262245,19.636099645867944,0.0968158840551041,0.09675929264631122,0.09818049822933972,0.35,10.895559550262988,10.803124052472413,11.682604771340264,12.17005222220905,10.414615040645003,12.306462973356247
before_preprocessing,Naive_Bayes,a42b3d8480d6473b862c4f7abf5a0c89,runs:/a42b3d8480d6473b862c4f7abf5a0c89/model_file,data/staged_pipeline/interim/test_raw.csv,200,98.1213899794966,3.3783199067693204,3.335051005706191,3.634728258475661,3.897219066275281,3.205209970474243,4.257958033122122,3.475273116491735,3.4327569883316755,3.715358511544764,4.131463979138056,3.3355989726260304,4.845987074077129,200,10,3.584445978049189,3.552865469828248,3.7227619381155814,0.017922229890245944,0.01776432734914124,0.018613809690577906,0.5,3.4680057334480807,3.429882985074073,3.73265678063035,4.012626885669305,3.3312960295006633,4.305184935219586
before_preprocessing,Naive_Bayes,a42b3d8480d6473b862c4f7abf5a0c89,runs:/a42b3d8480d6473b862c4f7abf5a0c89/model_file,data/staged_pipeline/interim/test_raw.csv,200,98.1213899794966,3.3783199067693204,3.335051005706191,3.634728258475661,3.897219066275281,3.205209970474243,4.257958033122122,3.475273116491735,3.4327569883316755,3.715358511544764,4.131463979138056,3.3355989726260304,4.845987074077129,200,10,3.584445978049189,3.552865469828248,3.7227619381155814,0.017922229890245944,0.01776432734914124,0.018613809690577906,0.35,3.510245512588881,3.4459754824638367,3.912134253187104,4.288663046900181,3.3321790397167206,4.562339978292584
before_preprocessing,KNN,52cbd0a6acf3416c86c5bd7cdc64195e,runs:/52cbd0a6acf3416c86c5bd7cdc64195e/model_file,data/staged_pipeline/interim/test_raw.csv,200,260.00651402864605,5.687535720644519,5.6324785109609365,5.9038113337010145,6.675264876103027,5.521674989722669,8.037358988076448,5.603956304839812,5.551401001866907,5.799377366201952,6.436886072624473,5.469847936183214,7.037770934402943,200,10,16.252122912555933,15.918466553557664,17.56875662249513,0.08126061456277966,0.07959233276778832,0.08784378311247565,0.5,5.664666364900768,5.567859509028494,6.076946499524638,7.09407611167989,5.487516056746244,8.144743973389268
before_preprocessing,KNN,52cbd0a6acf3416c86c5bd7cdc64195e,runs:/52cbd0a6acf3416c86c5bd7cdc64195e/model_file,data/staged_pipeline/interim/test_raw.csv,200,260.00651402864605,5.687535720644519,5.6324785109609365,5.9038113337010145,6.675264876103027,5.521674989722669,8.037358988076448,5.603956304839812,5.551401001866907,5.799377366201952,6.436886072624473,5.469847936183214,7.037770934402943,200,10,16.252122912555933,15.918466553557664,17.56875662249513,0.08126061456277966,0.07959233276778832,0.08784378311247565,0.35,5.624149565701373,5.5457535199820995,6.143782887374982,6.645753179909661,5.483599961735308,6.928213057108223
before_preprocessing,Decision_Tree,5bde84499aae424fbecb55240471b1df,runs:/5bde84499aae424fbecb55240471b1df/model_file,data/staged_pipeline/interim/test_raw.csv,200,85.25427803397179,3.4383044275455177,3.407527459785342,3.795387549325824,3.9326936181169,3.183020045980811,4.033097997307777,3.362080003716983,3.2957569928839803,3.6924451473169024,4.210940249031409,3.1715160002931952,4.710594075731933,200,10,3.585723915603012,3.5463470267131925,3.7410975142847747,0.01792861957801506,0.017731735133565962,0.018705487571423873,0.5,3.2935797690879554,3.264779457822442,3.5294353321660306,3.787003942998126,3.171822987496853,3.8121590623632073
before_preprocessing,Decision_Tree,5bde84499aae424fbecb55240471b1df,runs:/5bde84499aae424fbecb55240471b1df/model_file,data/staged_pipeline/interim/test_raw.csv,200,85.25427803397179,3.4383044275455177,3.407527459785342,3.795387549325824,3.9326936181169,3.183020045980811,4.033097997307777,3.362080003716983,3.2957569928839803,3.6924451473169024,4.210940249031409,3.1715160002931952,4.710594075731933,200,10,3.585723915603012,3.5463470267131925,3.7410975142847747,0.01792861957801506,0.017731735133565962,0.018705487571423873,0.35,3.306059591122903,3.268383559770882,3.6380487028509374,3.9193805295508346,3.17645410541445,4.060730920173228
